75575,9795
76778,9795
76778,10606
77704,10606
77704,11622
78469,11622
78469,12319
79461,12319
79461,12857
80587,12857
80587,13996
81213,13996
81213,14417
82463,14417
82463,15307
83300,15307
83300,16198
84131,16198
84131,17405
84624,17405
84624,17693
86110,17693
86110,19204
86227,19204
86227,20055
87091,20055
87091,20597
88369,20597
88369,21584
89094,21584
89094,22891
89355,22891
89355,23835
90124,23835
90124,24551
91274,24551
91274,25784
91598,25784
91598,26757
92360,26757
92360,27903
92807,27903
92807,29141
93051,29141
93051,30077
93922,30077
93922,31464
93780,31464
93780,32468
94518,32468
94518,33602
94946,33602
94946,34699
95485,34699
95485,35800
96039,35800
96039,36934
96517,36934
96517,38269
96230,38269
96230,39485
96334,39485
96334,40521
97287,40521
97287,41717
97543,41717
97543,42954
97538,42954
97538,44182
97523,44182
97523,45394
97591,45394
97591,46587
97892,46587
97892,47813
97710,47813
97710,49022
97740,49022
97740,50231
